Id,anomaly_score
0,0.31615719841115986
1,0.2086715930676554
2,0.23942395563989818
3,0.28085278971466554
4,0.4262723694844105
5,0.2404207877913529
6,0.2288835614574541
7,0.4744938212536413
8,0.3602118425078776
9,0.2168265988154803
10,0.2606990800319563
11,0.28294588172915536
12,0.24832448066458468
13,0.43215909717527407
14,0.19174249393971818
15,0.317440106291587
16,0.5273143988885712
17,0.290538728421974
18,0.37701574585142666
19,0.3752784867910247
20,0.24854795551544182
21,0.3388481742268486
22,0.24941213722743522
23,0.2698789156466948
24,0.27824964375250105
25,0.26729847622168174
26,0.4798864960868991
27,0.2204268109528199
28,0.3295711583810795
29,0.20804247647504903
30,0.3834561308161902
31,0.26821526977932547
32,0.26304201032041136
33,0.3642733519679695
34,0.22121596688810286
35,0.44995006134196514
36,0.3036666509070913
37,0.4766762861075088
38,0.3705157814876362
39,0.261961256361629
40,0.3923402911260675
41,0.5939364973100495
42,0.47628114257423826
43,0.5214664832798742
44,0.2694157688028503
45,0.3638635578919889
46,0.24183155026348263
47,0.48207389263439215
48,0.32427698827442375
49,0.34402728750243666
50,0.5121982169221864
51,0.2584769779508097
52,0.31382165077991864
53,0.39538858759472545
54,0.5366181224363408
55,0.44831849086703107
56,0.5439173489115146
57,0.25827712408459735
58,0.3976626358965766
59,0.3009734940470336
60,0.3417860535912874
61,0.254084061858905
62,0.4142115886273282
63,0.30620823019791443
64,0.45420862078279317
65,0.20377660647118875
66,0.24533896052675
67,0.2881666803490571
68,0.4035469784544708
69,0.20556453493212934
70,0.6508192590728427
71,0.17746559531478706
72,0.2574463736705531
73,0.44520772237277406
74,0.369521775965468
75,0.37454628280398167
76,0.1970722317210136
77,0.19794897405594997
78,0.5173364256438525
79,0.559155388057089
80,0.34664900726429365
81,0.21511642835061157
82,0.2335446075584209
83,0.30922357055225214
84,0.24665517852715257
85,0.26267475471597174
86,0.3784222237795213
87,0.406852494091677
88,0.2946993454284819
89,0.20986589336181727
90,0.26042355179032617
91,0.3447162041604615
92,0.5708861075945977
93,0.6138862749858227
94,0.28127166520676494
95,0.264791912016928
96,0.2554446744832796
97,0.24815223672080547
98,0.32319540759585375
99,0.3112665645631897
100,0.24951055167038017
101,0.33373911274281204
102,0.20008883647712392
103,0.22261831480284883
104,0.41804575166867947
105,0.2479161210959224
106,0.2379927147369144
107,0.4090193576205782
108,0.27223803355941284
109,0.4076022850865133
110,0.5714797202327769
111,0.21043069568560294
112,0.4420774364408821
113,0.3292037994705186
114,0.33218936069337945
115,0.2991408915044478
116,0.3893717725287714
117,0.19435271275895827
118,0.23003617526760597
119,0.33067936218510796
120,0.444416503187908
121,0.43527889023056154
122,0.1939368378111283
123,0.3707080798162178
124,0.265461528668576
125,0.3481676707219692
126,0.24585914393768052
127,0.19492232866776807
128,0.22604625377442933
129,0.2621053379624204
130,0.1724274957410878
131,0.39343984202146326
132,0.3136355489908823
133,0.2139394064276738
134,0.20366469335921744
135,0.30530475120934825
136,0.39029109503209564
137,0.358125604742997
138,0.18994987996993645
139,0.28976406306553226
140,0.5236326357160148
141,0.23190545679003755
142,0.3418239931393099
143,0.2509803798410611
144,0.3996841697525804
145,0.2316019281552633
146,0.5653975710997007
147,0.43960689363407673
148,0.3448535447516251
149,0.34751564392950207
150,0.23565131569627995
151,0.26675378482798695
152,0.2911697798800947
153,0.30925597632496793
154,0.41402402498973245
155,0.206646224883641
156,0.31969403389648077
157,0.5605212747715091
158,0.46298962599206317
159,0.22736769178496669
160,0.2105245678610408
161,0.24946087587946292
162,0.43974290571333474
163,0.2623541880892361
164,0.5174347733281848
165,0.284116084128334
166,0.4809581633641027
167,0.2248707517704214
168,0.5081586962491595
169,0.3669962154064853
170,0.22869203405731206
171,0.23754720584427125
172,0.3641590124982311
173,0.4213569765601128
174,0.22665579268256053
175,0.3750704621072428
176,0.281722188609445
177,0.37451990992108597
178,0.23669269110165841
179,0.43287394253596195
180,0.21878013454069767
181,0.36007406290826316
182,0.4367978910082454
183,0.22980241476665883
184,0.22717821463632926
185,0.39276752950699095
186,0.4705728974201182
187,0.36133324093179564
188,0.39582356353895604
189,0.20772022082884156
190,0.3319587231598417
191,0.4279224205343485
192,0.39036077665583147
193,0.29440968987576177
194,0.2984380157085724
195,0.3565247914268903
196,0.24682814424278693
197,0.17973010461282618
198,0.38083068962466554
199,0.2647093333935766
200,0.3503026136847242
201,0.6374423347387798
202,0.2890411996412351
203,0.24445234819058886
204,0.6274297061725921
205,0.41974239582000705
206,0.5161084368792298
207,0.22903744003808424
208,0.3945590724915363
209,0.32575295852944913
210,0.2788993177032595
211,0.29124762114048636
212,0.5445786113549017
213,0.23299282066432858
214,0.22852137656125301
215,0.5711273097205406
216,0.3691812767816054
217,0.300395949201524
218,0.3000062067906509
219,0.2975274041034387
220,0.20962304110307695
221,0.415003739993454
222,0.4045255591344734
223,0.2252478826764087
224,0.28505415081771057
225,0.3188202851841653
226,0.29976658034013315
227,0.33737439862318064
228,0.3446061016055456
229,0.4557014399549715
230,0.33730327000781946
231,0.22174760384038852
232,0.27621549697818676
233,0.5121126500962906
234,0.4119919592474396
235,0.2649826404906519
236,0.37408050392606174
237,0.4249482993604221
238,0.2840685307935184
239,0.4894930429756903
240,0.20027742849495397
241,0.2941742861767532
242,0.23524821601524468
243,0.5470760112966256
244,0.35426554061270166
245,0.3016987118670782
246,0.28145299344287034
247,0.3213879445663772
248,0.24557194325064302
249,0.49832088017966075
250,0.3796713263693171
251,0.20781634916477798
252,0.2789955366055187
253,0.4228272999020325
254,0.42979230878694524
255,0.3040059079220573
256,0.44683082551932124
257,0.3050474791007069
258,0.28333836781366345
259,0.5123349061342054
260,0.26522410576462035
261,0.23032409864332956
262,0.3171219094054292
263,0.3454817842805521
264,0.3604781021736252
265,0.4374746188697995
266,0.21514826564353146
267,0.35746005182691853
268,0.23158966477372897
269,0.2507371906103463
270,0.6410356617082823
271,0.3989229782154251
272,0.3725251247396747
273,0.5120871075637479
274,0.23702271425990354
275,0.415610079698311
276,0.23044121435543008
277,0.2418759489838128
278,0.3166193733465243
279,0.3474194146800663
280,0.49859355652897275
281,0.2022758895563108
282,0.4536667736325301
283,0.25414499606801755
284,0.33729420428303614
285,0.26754966073515757
286,0.3199552665373684
287,0.5444932564556092
288,0.40449580704656446
289,0.24637239101448627
290,0.3993202990067042
