Id,anomaly_score
0,0.10055156245220184
1,0.08901562002223914
2,0.17148043162129475
3,0.26481453752278505
4,0.11204126771757017
5,0.008467635489312036
6,0.0791586322077717
7,0.19838554346316514
8,0.3387184722244945
9,0.11397803023239679
10,0.04664673572918291
11,0.2178078131711281
12,0.10647794481369306
13,0.12237389529848466
14,0.080370079106725
15,0.14653836873145998
16,0.5226244112224797
17,0.043369666138592146
18,0.06373972386061755
19,0.2043047697422427
20,0.07991181870396848
21,0.3065840176781602
22,0.14008237449297553
23,0.055841065775586875
24,0.09910457128371197
25,0.07420934771050026
26,0.09432764482626323
27,0.04021811788466676
28,0.06192369359993701
29,0.02833561665404272
30,0.1819936563227229
31,0.021451069788543685
32,0.06897674487267198
33,0.04405836789802562
34,0.047969722935331645
35,0.17950292879333446
36,0.08358751449635074
37,0.3026790750641987
38,0.10261633779916839
39,0.10041284116389033
40,0.7620199233229704
41,0.18456982341743125
42,0.14504666415276762
43,0.09817930926057902
44,0.2925791565631025
45,0.16140656501171752
46,0.17369541918664264
47,0.15465987502013628
48,0.05487663380401139
49,0.22613057911506995
50,0.08409494736780129
51,0.07475205617990943
52,0.2890779595360548
53,0.0892109480277337
54,0.1401140041240263
55,0.10120298876872288
56,0.28876319178026255
57,0.07817333920500315
58,0.1560585084425704
59,0.25701569974700866
60,0.2721031214451239
61,0.17057524382500486
62,0.15649348399655647
63,0.12856093880949623
64,0.22310018049586294
65,0.07308017828300857
66,0.0258687324862277
67,0.05240233049987296
68,0.2865930996498405
69,0.10399653331413357
70,0.21653805886282493
71,0.03243117638543386
72,0.027272730918092264
73,0.26001458165668634
74,0.4473043442468806
75,0.23243660214567194
76,0.07531252273407586
77,0.07344031901232304
78,0.1067530881357561
79,0.09648719877362487
80,0.09753643983244148
81,0.08442781071451201
82,0.0813389827638441
83,0.06388536078048569
84,0.0654100860997557
85,0.03407269893493593
86,0.26347907155478006
87,0.07582229915955543
88,0.0741521054088505
89,0.07279650363277446
90,0.23111604602246058
91,0.055349194168453346
92,0.1460512068816171
93,0.11167233246272493
94,0.08077980856551109
95,0.04421321030002196
96,0.06685848860020253
97,0.05939356894329139
98,0.5987295052544018
99,0.02882478043518366
100,0.13698952419900187
101,0.016958956293076373
102,0.029658170276793145
103,0.18845903612207898
104,0.5226354819765427
105,0.0910621980027403
106,0.07672337371998009
107,0.05785279500257618
108,0.2050124696362149
109,0.04746881429643252
110,0.1534195112596146
111,0.04939126639334293
112,0.19456690762751921
113,0.04388446426119958
114,0.02590104878510408
115,0.09863818064578123
116,0.1877430156444695
117,0.06827654150449465
118,0.01572221294994471
119,0.21159893977019892
120,0.01237001171204712
121,0.3269745198058863
122,0.05619179545767705
123,0.16095961047779053
124,0.4000016442941624
125,0.2068725514666772
126,0.11740470006007042
127,0.008983578574745054
128,0.10060569524849798
129,0.0913951032268869
130,0.02046257711196817
131,0.15062152423166592
132,0.1530672798531466
133,0.08327371250114908
134,0.012228381738797854
135,0.3239421466208718
136,0.03137780140587147
137,0.08186570348073638
138,0.025353564898903627
139,0.22117193402550128
140,0.04711758513301814
141,0.08816830308338723
142,0.389039533359243
143,0.10439611790819157
144,0.2303839144052093
145,0.04183551301905155
146,0.10179789246795327
147,0.31154444038807716
148,0.2735020364934753
149,0.43593121039674926
150,0.19401387885132004
151,0.11826908116253998
152,0.00926653116878082
153,0.07539047649995442
154,0.21619754894303514
155,0.0429807844981823
156,0.27179965100271425
157,0.43117950493663315
158,0.082814492758888
159,0.10470885586121759
160,0.14484974214898658
161,0.1301191357988162
162,0.13689605265453478
163,0.1146414132201986
164,0.03198562384267594
165,0.0385092926717781
166,0.3487952019921614
167,0.007333798845174772
168,0.18882064407462285
169,0.05391634335872618
170,0.08433345497763248
171,0.07909478073003445
172,0.06662460321918154
173,0.09603011808354482
174,0.04260695829979346
175,0.04085290529932085
176,0.17808955762620743
177,0.28964153509075286
178,0.14548055908866778
179,0.12184676107631659
180,0.12003717416847105
181,0.11125326473099093
182,0.1315155391272513
183,0.13889536771037672
184,0.03740774932085909
185,0.08572512326649959
186,0.08459106400781358
187,0.15464751910187938
188,0.04324734748976424
189,0.21566087973311493
190,0.06915717131076111
191,0.026189502312334703
192,0.04956623345650314
193,0.22879284839705485
194,0.0464530892283396
195,0.3634235207495985
196,0.27246397851538723
197,0.028869226837463447
198,0.3041772764638234
199,0.053325111331171696
200,0.20671291867194563
201,0.16439448416210692
202,0.09637864480206408
203,0.17639717793286128
204,0.11518412157413654
205,0.15308751607426135
206,0.16780341755113415
207,0.07593381437404406
208,0.6035079920807165
209,0.08706900412821675
210,0.04215387417048913
211,0.03821073952573771
212,0.24498233893522262
213,0.07273633351378099
214,0.1333372542995091
215,0.06520252468051431
216,0.04893273654647231
217,0.0762354392860355
218,0.22865879080016796
219,0.02804420863284419
220,0.10987380854154492
221,0.025991997001967904
222,0.467077863855834
223,0.1530489229081738
224,0.1660727329051872
225,0.19306464797269196
226,0.09937840300949895
227,0.2022169880072541
228,0.46621513478791754
229,0.11618335633146229
230,0.06338593410940323
231,0.0766063158538075
232,0.0452614660783652
233,0.3536841402726864
234,0.1120227214558622
235,0.17138669850277916
236,0.429444052516968
237,0.1030967606484358
238,0.17588040643028907
239,0.07162288334104082
240,0.02215367904052031
241,0.08727274223468917
242,0.23618000346404822
243,0.17697550240595575
244,0.055055851831398356
245,0.24706408323974652
246,0.13201458938479657
247,0.07531735292344628
248,0.02012740296920266
249,0.1981916020395544
250,0.5368549292827433
251,0.04357251092812322
252,0.05501709613027005
253,0.22138449568354882
254,0.17166994796881924
255,0.2197025822278996
256,0.34192713597266033
257,0.177161170538119
258,0.3599004085792434
259,0.21457911938135743
260,0.021168556369272087
261,0.04145741054904307
262,0.051834970684427044
