Id,anomaly_score
0,0.10357872092985908
1,0.12008934882229388
2,0.13027929343369393
3,0.25266535715860533
4,0.09518517720467701
5,0.022465062184517295
6,0.08481526001754337
7,0.18866315923345828
8,0.25460893474648444
9,0.37986647224403164
10,0.075580674624715
11,0.21919290343626474
12,0.15132355002910056
13,0.3361824053914979
14,0.06276955439637674
15,0.18036728282209244
16,0.37217972231410207
17,0.10546893300450502
18,0.10169165961312954
19,0.14421045738585664
20,0.10748231240610644
21,0.3811031103292531
22,0.13285723584699596
23,0.09606017144353253
24,0.08206309219621086
25,0.07987028978775947
26,0.2828331572690555
27,0.11863729592374556
28,0.0678740706898046
29,0.11270871479248233
30,0.19820112063858536
31,0.029789670741855137
32,0.05296987733947078
33,0.06420455121822297
34,0.031417680827998534
35,0.3603026109591326
36,0.13933519500136324
37,0.271131950931333
38,0.09924891078238422
39,0.11129498116387278
40,0.656502664745527
41,0.23910452569601975
42,0.1794200588979793
43,0.2071354000605014
44,0.17532336667131115
45,0.25310633804144805
46,0.18323982701180186
47,0.1391728704815248
48,0.04427308607572653
49,0.19708733020463787
50,0.19240312199109202
51,0.04194831396082141
52,0.39348130862006214
53,0.13804534190756368
54,0.1872608496539004
55,0.18500940172225566
56,0.45539605445013814
57,0.07600880363940316
58,0.11814458113677462
59,0.27110662107691774
60,0.26213786047126103
61,0.16167661052209553
62,0.15529037361631082
63,0.2232814327737022
64,0.2152218853977621
65,0.08801685205478559
66,0.0520592204890514
67,0.05852461577085235
68,0.2857713247427071
69,0.11592435801910428
70,0.34209841241647226
71,0.06905353645865361
72,0.08156361421659385
73,0.20416588982461714
74,0.4046098250462158
75,0.19008067515035956
76,0.04724527392641512
77,0.08425656047417565
78,0.19524749466441974
79,0.12559708970028383
80,0.11527097549083858
81,0.07163278637868535
82,0.07365880155798989
83,0.08140115364053271
84,0.050213030233199514
85,0.0779976978532524
86,0.2015465607352778
87,0.2646299543805091
88,0.1408253571729539
89,0.0773523776412653
90,0.1623836243897521
91,0.09553484321332062
92,0.22054359023546122
93,0.11639897093366197
94,0.10554864914848139
95,0.04448028990614023
96,0.09376587602234199
97,0.09484263912929584
98,0.4012095532961714
99,0.03710991382199346
100,0.12400811697268853
101,0.02202787222463079
102,0.04984644600487175
103,0.12438866656670598
104,0.5010271485859481
105,0.09724625100362182
106,0.09181466115281416
107,0.0692325599354492
108,0.10987001814296962
109,0.05999636043165587
110,0.3534834910312669
111,0.039749698000979244
112,0.18885039389954886
113,0.09453387509057846
114,0.08830662888952256
115,0.10559974332121556
116,0.18425385147069062
117,0.08779096876140882
118,0.030587059459854262
119,0.14291523602153935
120,0.024656031928953832
121,0.33945090211329615
122,0.038377730580683486
123,0.128948511005132
124,0.2220560605243979
125,0.1506747739598188
126,0.07712056017001123
127,0.05997482872492762
128,0.14832424958394608
129,0.12078899677289692
130,0.01843859875338372
131,0.280309616193424
132,0.25322104032833426
133,0.07787291446884718
134,0.043551103271169185
135,0.25518226541471445
136,0.040948769483382656
137,0.0643802546403068
138,0.047995915620354025
139,0.18178076640413968
140,0.12133514743505217
141,0.09734866561623605
142,0.2452330075834449
143,0.17407494723701294
